255,255,255
255,255,255
0,0,0

0,0,0
0,0,0
0,0,0

255,0,0
255,0,0
0,0,0

0,255,0
75,255,41
+75,0,+41

0,0,255
0,174,255
0,+174,0

255,255,0
255,255,0
0,0,0

0,255,255
143,255,255
+143,0,0

255,0,255
255,14,230
0,+14,-25

127,127,127
121,170,134
-6,+43,+7

255,127,0
255,108,0
0,-19,0

50,150,220
38,142,234
-12,-8,+14

100,30,110
66,1,121
-34,-29,+11
