255,463,255,464,255,598
0,41,0,43,0,80
225,401,0,73,0,158
0,265,255,362,0,247
0,116,0,230,255,515
255,412,255,365,0,155
0,310,255,404,255,533
255,388,0,204,255,500
127,283,127,291,127,393
255,425,127,216,0,145
50,208,150,345,220,551
100,200,30,99,110,360
